Borough,F1,Neighborhood Latitude,Neighborhood Longitude,Neighborhood,Number of Records,Venue Category,Venue Latitude,Venue Longitude,Venue
Manhattan,614,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Coffee Shop,40.714753518,-74.017368074,Laughing Man Coffee & Tea
Manhattan,615,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Coffee Shop,40.712525645,-74.013137200,Joe Coffee
Manhattan,616,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Italian Restaurant,40.710554173,-74.012519457,Osteria della Pace
Manhattan,617,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Pizza Place,40.708200895,-74.014335377,Sauce & Barrel
Manhattan,618,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.706572890,-74.008155348,Black Fox Coffee Co.
Manhattan,619,40.707107107,-74.010665445,"Financial District, Manhattan",1,Pizza Place,40.7069083,-74.0096853,Neapolitan Express
Manhattan,620,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.705898811,-74.008421297,La Colombe Torrefaction
Manhattan,621,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.709554,-74.010576,For Five Coffee Roasters
Manhattan,622,40.707107107,-74.010665445,"Financial District, Manhattan",1,Pizza Place,40.706615,-74.009943,&pizza
Manhattan,623,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.708103,-74.007614,Blue Spoon Coffee Co.
Manhattan,624,40.707107107,-74.010665445,"Financial District, Manhattan",1,Pizza Place,40.704348092,-74.010222613,Adrienne's Pizza Bar
Manhattan,625,40.707107107,-74.010665445,"Financial District, Manhattan",1,Pizza Place,40.708892320,-74.011561539,Big Al's Chicago Style Pizza
Manhattan,626,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.705162,-74.0113,Starbucks
Manhattan,627,40.707107107,-74.010665445,"Financial District, Manhattan",1,Italian Restaurant,40.709337,-74.007769,Maestro Pasta
Manhattan,628,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.70799,-74.013894,Boundless Plains Espresso
Manhattan,629,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.708787475,-74.007063456,Voyager Espresso
Manhattan,630,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.704002466,-74.011889216,Café Grumpy
Manhattan,631,40.707107107,-74.010665445,"Financial District, Manhattan",1,Italian Restaurant,40.707633546,-74.006995860,Harry's Italian Pizza Bar
Manhattan,632,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.703968,-74.01116,Black Fox
Manhattan,633,40.707107107,-74.010665445,"Financial District, Manhattan",1,Coffee Shop,40.710589013,-74.012371302,Blue Bottle Coffee
Manhattan,634,40.707107107,-74.010665445,"Financial District, Manhattan",1,Italian Restaurant,40.707832281,-74.007040456,Felice
Queens,635,40.768508593,-73.915653743,"Astoria, Queens",1,Pizza Place,40.770864760,-73.920080264,Basil Brick Oven Pizza
Queens,636,40.768508593,-73.915653743,"Astoria, Queens",1,Italian Restaurant,40.764903413,-73.917158146,Antika Restaurant & Pizzeria
Queens,637,40.768508593,-73.915653743,"Astoria, Queens",1,Coffee Shop,40.77003,-73.91851,Starbucks
Queens,638,40.768508593,-73.915653743,"Astoria, Queens",1,Coffee Shop,40.764521950,-73.916462160,Gossip Coffee And Cocktails
Queens,639,40.768508593,-73.915653743,"Astoria, Queens",1,Italian Restaurant,40.764743299,-73.916641466,Via Trenta
Queens,640,40.768508593,-73.915653743,"Astoria, Queens",1,Pizza Place,40.766489713,-73.920422876,Astoria Pizza
Queens,641,40.746349089,-73.901841668,"Woodside, Queens",1,Pizza Place,40.745424979,-73.905556770,Pizza Boy 2
Queens,642,40.746349089,-73.901841668,"Woodside, Queens",1,Coffee Shop,40.747458074,-73.902611811,Blue Cups Cafe
Queens,643,40.746349089,-73.901841668,"Woodside, Queens",1,Pizza Place,40.745331,-73.906523,Little Caesars Pizza
Queens,644,40.746349089,-73.901841668,"Woodside, Queens",1,Pizza Place,40.746184831,-73.896891321,daro's pizza & chicken woodside queens
Queens,645,40.751981380,-73.882821092,"Jackson Heights, Queens",1,Italian Restaurant,40.755785824,-73.883810226,Uncle Peter's
Queens,646,40.751981380,-73.882821092,"Jackson Heights, Queens",1,Pizza Place,40.755595688,-73.885875184,Gianni's Pizza & Italian Restaurant
Queens,647,40.751981380,-73.882821092,"Jackson Heights, Queens",1,Coffee Shop,40.74955752,-73.88739013,Starbucks
Queens,648,40.744048505,-73.881656223,"Elmhurst, Queens",1,Pizza Place,40.746051428,-73.883723044,Louie's Pizzeria and Restaurant
Queens,649,40.654225277,-73.838137646,"Howard Beach, Queens",1,Italian Restaurant,40.654385008,-73.839093401,Prima Pasta & Cafe
Queens,650,40.654225277,-73.838137646,"Howard Beach, Queens",1,Italian Restaurant,40.655281881,-73.838991025,Brothers Ravioli
Queens,651,40.654225277,-73.838137646,"Howard Beach, Queens",1,Italian Restaurant,40.657220179,-73.839091634,Roma View Catering
Queens,652,40.742381750,-73.856824973,"Corona, Queens",1,Italian Restaurant,40.743669665,-73.855843713,Park Side
Queens,653,40.742381750,-73.856824973,"Corona, Queens",1,Pizza Place,40.743339696,-73.855084785,Corona Pizza (Il Forno)
Queens,654,40.725263782,-73.844475008,"Forest Hills, Queens",1,Pizza Place,40.720917,-73.843346,Gloria Pizza
Queens,655,40.725263782,-73.844475008,"Forest Hills, Queens",1,Pizza Place,40.724656547,-73.849796109,Rosalia's Pizzeria
Queens,656,40.725263782,-73.844475008,"Forest Hills, Queens",1,Italian Restaurant,40.720852860,-73.845613770,Numero 28
Queens,657,40.705179035,-73.829819058,"Kew Gardens, Queens",1,Pizza Place,40.708982123,-73.830535944,Dani's House of Pizza
Queens,658,40.705179035,-73.829819058,"Kew Gardens, Queens",1,Pizza Place,40.708869960,-73.830498528,Singas Famous Pizza
Queens,659,40.705179035,-73.829819058,"Kew Gardens, Queens",1,Italian Restaurant,40.70373,-73.82496,Paul Michael Brick Oven Cafe
Queens,660,40.697947315,-73.831833214,"Richmond Hill, Queens",1,Pizza Place,40.699860365,-73.832518584,Alfie's Pizza
Queens,661,40.697947315,-73.831833214,"Richmond Hill, Queens",1,Pizza Place,40.698207944,-73.835104021,Vincent & Andrea's Pizzeria
Queens,662,40.764454197,-73.831773003,"Flushing, Queens",1,Coffee Shop,40.760765223,-73.830552985,Starbucks
Queens,663,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.748702639,-73.940689109,Etto Espresso Bar
Queens,664,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.750228256,-73.939607582,Clever Blend Lic
Queens,665,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.747569382,-73.941454643,Partners Coffee
Queens,666,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.748536794,-73.938786579,Sweetleaf
Queens,667,40.750217346,-73.939202239,"Long Island City, Queens",1,Pizza Place,40.748949368,-73.942212760,Luzzo’s
Queens,668,40.750217346,-73.939202239,"Long Island City, Queens",1,Pizza Place,40.747517968,-73.941590082,Levante
Queens,669,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.747459323,-73.942031252,Starbucks
Queens,670,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.753137714,-73.940525702,Birch Coffee
Queens,671,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.750256135,-73.939590547,Triple Shot World Atlas
Queens,672,40.750217346,-73.939202239,"Long Island City, Queens",1,Pizza Place,40.753242,-73.937256,GoodFellas Pizza Inc.
Queens,673,40.750217346,-73.939202239,"Long Island City, Queens",1,Coffee Shop,40.750293,-73.940295,Starbucks
Queens,674,40.750217346,-73.939202239,"Long Island City, Queens",1,Italian Restaurant,40.751803,-73.939319,Oro Restaurant and Lounge
Queens,675,40.750217346,-73.939202239,"Long Island City, Queens",1,Pizza Place,40.752246567,-73.934474969,Mike's Pizza
Queens,676,40.740176284,-73.926916176,"Sunnyside, Queens",1,Pizza Place,40.740173731,-73.923918775,Marabella's Pizza
Queens,677,40.740176284,-73.926916176,"Sunnyside, Queens",1,Pizza Place,40.743909065,-73.924054839,Sunnyside Pizza
Queens,678,40.740176284,-73.926916176,"Sunnyside, Queens",1,Italian Restaurant,40.744096282,-73.924127262,SoleLuna
Queens,679,40.740176284,-73.926916176,"Sunnyside, Queens",1,Pizza Place,40.743404,-73.922905,Philomena's
Queens,680,40.740176284,-73.926916176,"Sunnyside, Queens",1,Coffee Shop,40.743878799,-73.924007800,Baruir's Coffee Store
Queens,681,40.740176284,-73.926916176,"Sunnyside, Queens",1,Coffee Shop,40.740498,-73.92258,Coffee Tossy
Queens,682,40.740176284,-73.926916176,"Sunnyside, Queens",1,Pizza Place,40.743546754,-73.924329830,Oasis Pizza & Gyro
Queens,683,40.740176284,-73.926916176,"Sunnyside, Queens",1,Pizza Place,40.744121718,-73.925353668,Verdecchio
Queens,684,40.740176284,-73.926916176,"Sunnyside, Queens",1,Italian Restaurant,40.744025158,-73.924608682,Dazie's Restaurant
Queens,685,40.740176284,-73.926916176,"Sunnyside, Queens",1,Italian Restaurant,40.741402155,-73.921770876,Mario's Restautant
Queens,686,40.764073239,-73.867041477,"East Elmhurst, Queens",1,Coffee Shop,40.768504838,-73.867901704,Starbucks
Queens,687,40.725427374,-73.896217136,"Maspeth, Queens",1,Pizza Place,40.726862994,-73.895517306,Rosa's Pizza
Queens,688,40.725427374,-73.896217136,"Maspeth, Queens",1,Pizza Place,40.726224144,-73.895172179,Joey's Pizza
Queens,689,40.725427374,-73.896217136,"Maspeth, Queens",1,Italian Restaurant,40.726765,-73.89427,Patrizia's of Maspeth
Queens,690,40.725427374,-73.896217136,"Maspeth, Queens",1,Pizza Place,40.727966744,-73.891949484,Maspeth Pizza
Queens,691,40.708323156,-73.901435176,"Ridgewood, Queens",1,Italian Restaurant,40.707452,-73.903355,Joe's Restaurant
Queens,692,40.708323156,-73.901435176,"Ridgewood, Queens",1,Pizza Place,40.712168,-73.900103,Rosa's Pizza
Queens,693,40.708323156,-73.901435176,"Ridgewood, Queens",1,Pizza Place,40.705940089,-73.896676943,Corato Pizza
Queens,694,40.708323156,-73.901435176,"Ridgewood, Queens",1,Italian Restaurant,40.710286412,-73.899436877,Aunt Bella
Queens,695,40.702762430,-73.870741674,"Glendale, Queens",1,Pizza Place,40.703112,-73.868178,Bambino Pizza 2
Queens,696,40.728974095,-73.857826869,"Rego Park, Queens",1,Italian Restaurant,40.729767987,-73.860450740,Avellino Ristorante & Pizzeria
Queens,697,40.728974095,-73.857826869,"Rego Park, Queens",1,Pizza Place,40.732486539,-73.857419217,J&D Pizzeria & Restaurant
Queens,698,40.728974095,-73.857826869,"Rego Park, Queens",1,Coffee Shop,40.729803939,-73.862664856,Starbucks
Queens,699,40.728974095,-73.857826869,"Rego Park, Queens",1,Pizza Place,40.726547187,-73.853427257,Primadonna
Queens,700,40.689886879,-73.858110466,"Woodhaven, Queens",1,Pizza Place,40.691555963,-73.857496707,Sal's Pizzeria
Queens,701,40.680708468,-73.843202662,"Ozone Park, Queens",1,Pizza Place,40.680732740,-73.842532865,Ozone Pizzeria
Queens,702,40.680708468,-73.843202662,"Ozone Park, Queens",1,Pizza Place,40.677284024,-73.844114630,Little Caesars Pizza
Queens,703,40.680708468,-73.843202662,"Ozone Park, Queens",1,Coffee Shop,40.68346709,-73.839989009,Grant's Coffee Shop
Queens,704,40.680708468,-73.843202662,"Ozone Park, Queens",1,Pizza Place,40.680077587,-73.838267922,Romeo's Pizza And Pasta
Queens,705,40.784902749,-73.843045289,"College Point, Queens",1,Pizza Place,40.781623831,-73.841098470,Sal's Pizza & Italian Kitchen
Queens,706,40.784902749,-73.843045289,"College Point, Queens",1,Pizza Place,40.782380850,-73.845892347,Pizza Town
Queens,707,40.784902749,-73.843045289,"College Point, Queens",1,Pizza Place,40.782968736,-73.845820366,Genaro's Pizzeria & Restaurant
Queens,708,40.766040633,-73.774273631,"Bayside, Queens",1,Italian Restaurant,40.764322842,-73.771437152,Papazzio Restaurant
Queens,709,40.766040633,-73.774273631,"Bayside, Queens",1,Pizza Place,40.767199451,-73.773247922,Domino's Pizza
Queens,710,40.766040633,-73.774273631,"Bayside, Queens",1,Italian Restaurant,40.768859180,-73.774011410,Trattoria Thirty Five
Queens,711,40.766040633,-73.774273631,"Bayside, Queens",1,Pizza Place,40.762743633,-73.770497872,Papa John's Pizza
Queens,712,40.766040633,-73.774273631,"Bayside, Queens",1,Pizza Place,40.764587173,-73.771577769,Pete's Pizzeria and Restaurant
Queens,713,40.761729549,-73.791762437,"Auburndale, Queens",1,Italian Restaurant,40.763338207,-73.793056849,Durso's Pasta & Ravioli Company
Queens,714,40.770826193,-73.738897756,"Little Neck, Queens",1,Coffee Shop,40.770566460,-73.735680612,Bean & Bean
Queens,715,40.770826193,-73.738897756,"Little Neck, Queens",1,Coffee Shop,40.772402816,-73.734233216,Café 1 of a Kind
Queens,716,40.770826193,-73.738897756,"Little Neck, Queens",1,Italian Restaurant,40.766902784,-73.736484754,Aunt Bella's
Queens,717,40.770826193,-73.738897756,"Little Neck, Queens",1,Italian Restaurant,40.771173865,-73.735006089,Il Bacco
Queens,718,40.770826193,-73.738897756,"Little Neck, Queens",1,Italian Restaurant,40.771713644,-73.734549714,La Grotta di Marcello
Queens,719,40.766846098,-73.742498207,"Douglaston, Queens",1,Italian Restaurant,40.765933783,-73.744990015,Il Sapore Pizza
Queens,720,40.766846098,-73.742498207,"Douglaston, Queens",1,Pizza Place,40.767906,-73.738693,Toskana Pizzeria Restaurant
Queens,721,40.749440800,-73.715481190,"Glen Oaks, Queens",1,Pizza Place,40.747039156,-73.712442076,Marcellas Pizza
Queens,722,40.728573182,-73.720128148,"Bellerose, Queens",1,Pizza Place,40.725229290,-73.721558353,Hi-Class Pizza
Queens,723,40.728573182,-73.720128148,"Bellerose, Queens",1,Italian Restaurant,40.725976254,-73.718879855,Trattoria Lucia
Queens,724,40.728573182,-73.720128148,"Bellerose, Queens",1,Italian Restaurant,40.724867254,-73.722412238,Arturo's Ristorante Italiano
Queens,725,40.728573182,-73.720128148,"Bellerose, Queens",1,Pizza Place,40.72646,-73.7166,Curry On Pizza
Queens,726,40.722578244,-73.820877649,"Kew Gardens Hills, Queens",1,Pizza Place,40.724770360,-73.821091494,Benjy's Kosher Pizza & Falafel
Queens,727,40.722578244,-73.820877649,"Kew Gardens Hills, Queens",1,Pizza Place,40.719742239,-73.820675067,Uncle Tommy's
Queens,728,40.734394465,-73.782713370,"Fresh Meadows, Queens",1,Pizza Place,40.737109702,-73.778166053,Fresh Meadows Pizzeria and Restaurant
Queens,729,40.710935473,-73.811748225,"Briarwood, Queens",1,Coffee Shop,40.712317153,-73.806527050,The Panorama Cafe
Queens,730,40.704657361,-73.796901659,"Jamaica Center, Queens",1,Pizza Place,40.704661797,-73.796860454,Margherita Pizza
Queens,731,40.704657361,-73.796901659,"Jamaica Center, Queens",1,Coffee Shop,40.703601228,-73.799364363,Starbucks
Queens,732,40.704657361,-73.796901659,"Jamaica Center, Queens",1,Coffee Shop,40.701383121,-73.796703007,Starbucks
Queens,733,40.704657361,-73.796901659,"Jamaica Center, Queens",1,Pizza Place,40.703926,-73.799166,Taco Bell/Pizza Hut
Queens,734,40.745618571,-73.754949762,"Oakland Gardens, Queens",1,Pizza Place,40.748445441,-73.756497721,Gino's Pizzeria
Queens,735,40.745618571,-73.754949762,"Oakland Gardens, Queens",1,Coffee Shop,40.749085518,-73.756312149,Starbucks
Queens,736,40.603134433,-73.754979680,"Far Rockaway, Queens",1,Pizza Place,40.603373303,-73.753006188,Ginos Pizza
Queens,737,40.603134433,-73.754979680,"Far Rockaway, Queens",1,Pizza Place,40.606473327,-73.756227576,Little Caesars Pizza
Queens,738,40.603134433,-73.754979680,"Far Rockaway, Queens",1,Pizza Place,40.600132,-73.753619,Domino's Pizza
Queens,739,40.603026584,-73.820054891,"Broad Channel, Queens",1,Pizza Place,40.606454,-73.819819,Tommy's Pizza
Queens,740,40.775923016,-73.902289604,"Steinway, Queens",1,Pizza Place,40.778559937,-73.902542863,Astoria Pizza Factory
Queens,741,40.775923016,-73.902289604,"Steinway, Queens",1,Italian Restaurant,40.773854707,-73.907548000,Alba's Pizza & Restaurant
Queens,742,40.792781404,-73.804364517,"Beechhurst, Queens",1,Pizza Place,40.793125869,-73.807857178,Cascarino's
Queens,743,40.792781404,-73.804364517,"Beechhurst, Queens",1,Italian Restaurant,40.796288565,-73.806327110,due ponti ristorante
Queens,744,40.782842806,-73.776802226,"Bay Terrace, Queens",1,Pizza Place,40.779345708,-73.777318478,Jack's Pizza & Pasta
Queens,745,40.782842806,-73.776802226,"Bay Terrace, Queens",1,Coffee Shop,40.780416162,-73.776265877,Starbucks
Queens,746,40.595641807,-73.776132824,"Edgemere, Queens",1,Pizza Place,40.595157339,-73.780169236,Papa John's Pizza
Queens,747,40.595641807,-73.776132824,"Edgemere, Queens",1,Pizza Place,40.596339308,-73.771096854,Rockaway Pizza & Restaurant
Queens,748,40.589143944,-73.791992331,"Arverne, Queens",1,Coffee Shop,40.590394694,-73.797676563,Locals Collective NYC
Queens,749,40.589143944,-73.791992331,"Arverne, Queens",1,Pizza Place,40.590688748,-73.797161481,Boardwalk Pizza
Queens,750,40.582801697,-73.822361211,"Rockaway Beach, Queens",1,Pizza Place,40.584729444,-73.819325293,Whit's End Pizza Parlour
Queens,751,40.582801697,-73.822361211,"Rockaway Beach, Queens",1,Pizza Place,40.584756410,-73.819250568,The Other End Pizza Parlour
Queens,752,40.764126123,-73.812762691,"Murray Hill, Queens",1,Coffee Shop,40.763125235,-73.814341128,Coffee Factory
Queens,753,40.764126123,-73.812762691,"Murray Hill, Queens",1,Coffee Shop,40.765260833,-73.814368015,Cafe de Cupping
Queens,754,40.764126123,-73.812762691,"Murray Hill, Queens",1,Pizza Place,40.765594195,-73.816961534,Domino's Pizza
Queens,755,40.741378422,-73.708847059,"Floral Park, Queens",1,Pizza Place,40.737652521,-73.707511590,Singas Famous Pizza
Queens,756,40.744572309,-73.825809151,"Queensboro Hill, Queens",1,Pizza Place,40.745628403,-73.825909734,Phil & Son's Pizzeria
Queens,757,40.723824902,-73.797603009,"Hillcrest, Queens",1,Coffee Shop,40.722781208,-73.796079826,Starbucks
Queens,758,40.761704526,-73.931575061,"Ravenswood, Queens",1,Italian Restaurant,40.763265175,-73.928090988,Botte Bar
Queens,759,40.663918419,-73.849637824,"Lindenwood, Queens",1,Pizza Place,40.666593245,-73.852124855,La Villa
Queens,760,40.576155565,-73.854017504,"Belle Harbor, Queens",1,Italian Restaurant,40.578406228,-73.849340477,Plum Tomatoes
Queens,761,40.580342956,-73.841533702,"Rockaway Park, Queens",1,Pizza Place,40.579270684,-73.836954170,Ciro's Italian Restaurant
Queens,762,40.580342956,-73.841533702,"Rockaway Park, Queens",1,Pizza Place,40.580107135,-73.837167843,Slices n Ices
Queens,763,40.733014040,-73.738891989,"Bellaire, Queens",1,Italian Restaurant,40.730407317,-73.743181023,Cara Mia Restaurant
Queens,764,40.733014040,-73.738891989,"Bellaire, Queens",1,Coffee Shop,40.735839213,-73.738111441,Dunkin' / Baskin Robbins
Queens,765,40.754070999,-73.857517907,"North Corona, Queens",1,Pizza Place,40.751284670,-73.855619227,Taste of Dolly's Pizza & Pasta Restaurant
Queens,766,40.754070999,-73.857517907,"North Corona, Queens",1,Pizza Place,40.757850647,-73.856536865,Taste of Dolly's
Queens,767,40.714611082,-73.841022112,"Forest Hills Gardens, Queens",1,Pizza Place,40.718179972,-73.840691520,Nick's Pizza
Staten Island,768,40.644981571,-74.079353125,"St. George, Staten Island",1,Pizza Place,40.643939532,-74.077625923,A&S Pizzeria
Staten Island,769,40.644981571,-74.079353125,"St. George, Staten Island",1,Italian Restaurant,40.641941063,-74.077320267,Enoteca Maria
Staten Island,770,40.644981571,-74.079353125,"St. George, Staten Island",1,Italian Restaurant,40.642176,-74.076669,Marie's 2
Staten Island,771,40.644981571,-74.079353125,"St. George, Staten Island",1,Coffee Shop,40.644745,-74.074488,Starbucks
Staten Island,772,40.644981571,-74.079353125,"St. George, Staten Island",1,Pizza Place,40.644384885,-74.076934437,Z Brothers Pizza
Staten Island,773,40.626927625,-74.077901927,"Stapleton, Staten Island",1,Pizza Place,40.627296,-74.076307,Bari's Pizza & Pasta
Staten Island,774,40.626927625,-74.077901927,"Stapleton, Staten Island",1,Pizza Place,40.627069,-74.075678,Frank's Pizzeria
Staten Island,775,40.615304947,-74.069805267,"Rosebank, Staten Island",1,Pizza Place,40.616448694,-74.067942606,Pronto Pizza
Staten Island,776,40.615304947,-74.069805267,"Rosebank, Staten Island",1,Italian Restaurant,40.615180495,-74.067278946,Tony's Brick Oven Pizzeria
Staten Island,777,40.615304947,-74.069805267,"Rosebank, Staten Island",1,Italian Restaurant,40.613278254,-74.065458566,Bin 5
Staten Island,778,40.615304947,-74.069805267,"Rosebank, Staten Island",1,Pizza Place,40.618827,-74.069746,Seppe Pizza
Staten Island,779,40.631878927,-74.107181783,"West Brighton, Staten Island",1,Italian Restaurant,40.630137468,-74.108155622,Panini Grill
Staten Island,780,40.631878927,-74.107181783,"West Brighton, Staten Island",1,Coffee Shop,40.630129327,-74.109486043,Fab Cup
Staten Island,781,40.631878927,-74.107181783,"West Brighton, Staten Island",1,Coffee Shop,40.63032034,-74.10608734,Starbucks
Staten Island,782,40.631878927,-74.107181783,"West Brighton, Staten Island",1,Coffee Shop,40.630717614,-74.103375971,Beans & Leaves
Staten Island,783,40.631878927,-74.107181783,"West Brighton, Staten Island",1,Italian Restaurant,40.631013792,-74.102905244,Cafe Milano
Staten Island,784,40.631878927,-74.107181783,"West Brighton, Staten Island",1,Pizza Place,40.63469491,-74.110874,Billy's Pizza & Pasta
Staten Island,785,40.632546390,-74.150085370,"Mariner's Harbor, Staten Island",1,Italian Restaurant,40.631771908,-74.146949657,Bella Mama Rose Italian Restaurant
Staten Island,786,40.632546390,-74.150085370,"Mariner's Harbor, Staten Island",1,Italian Restaurant,40.63175,-74.147008,bella mama rosa staten island
Staten Island,787,40.632546390,-74.150085370,"Mariner's Harbor, Staten Island",1,Pizza Place,40.63497,-74.145471,Dominicks Pizzeria
Staten Island,788,40.613335938,-74.119180585,"Castleton Corners, Staten Island",1,Pizza Place,40.613046475,-74.122127774,Joe & Pat Pizzeria and Restaurant
Staten Island,789,40.613335938,-74.119180585,"Castleton Corners, Staten Island",1,Pizza Place,40.613114309,-74.123998896,Goodfella's Pizza & Restaurant
Staten Island,790,40.613335938,-74.119180585,"Castleton Corners, Staten Island",1,Pizza Place,40.613297659,-74.123024501,Domino's Pizza
Staten Island,791,40.594252379,-74.164960313,"New Springville, Staten Island",1,Coffee Shop,40.592496,-74.162623,Starbucks
Staten Island,792,40.594252379,-74.164960313,"New Springville, Staten Island",1,Coffee Shop,40.592385074,-74.162901287,Barnes & Noble Cafe
Staten Island,793,40.594252379,-74.164960313,"New Springville, Staten Island",1,Pizza Place,40.589855711,-74.164662329,Bario's
Staten Island,794,40.594252379,-74.164960313,"New Springville, Staten Island",1,Pizza Place,40.591355722,-74.164310450,Mr. Pizza's Pasta House
Staten Island,795,40.586313751,-74.190737175,"Travis, Staten Island",1,Pizza Place,40.5864,-74.188354,Petes Pizzeria
Staten Island,796,40.572572318,-74.116479436,"New Dorp, Staten Island",1,Pizza Place,40.572256028,-74.113122810,Pizzeria Giove
Staten Island,797,40.572572318,-74.116479436,"New Dorp, Staten Island",1,Italian Restaurant,40.573742674,-74.115627342,La Strada
Staten Island,798,40.572572318,-74.116479436,"New Dorp, Staten Island",1,Italian Restaurant,40.574565228,-74.116149836,Little Italy Gourmet
Staten Island,799,40.572572318,-74.116479436,"New Dorp, Staten Island",1,Italian Restaurant,40.573052173,-74.114789039,Brioso
Staten Island,800,40.572572318,-74.116479436,"New Dorp, Staten Island",1,Coffee Shop,40.5715696,-74.1122391,SIPS + MAKER
Staten Island,801,40.572572318,-74.116479436,"New Dorp, Staten Island",1,Pizza Place,40.571325034,-74.111149653,Pronto Pizza
Staten Island,802,40.549480229,-74.149323815,"Great Kills, Staten Island",1,Pizza Place,40.550293478,-74.150816217,Village Maria
Staten Island,803,40.549480229,-74.149323815,"Great Kills, Staten Island",1,Italian Restaurant,40.551538460,-74.149745848,Piccolino's italian Restaurant
Staten Island,804,40.549480229,-74.149323815,"Great Kills, Staten Island",1,Pizza Place,40.551088917,-74.151116747,Nonna's
Staten Island,805,40.549480229,-74.149323815,"Great Kills, Staten Island",1,Italian Restaurant,40.551205472,-74.150175110,Benvenuti Pizzeria e Trattoria
Staten Island,806,40.549480229,-74.149323815,"Great Kills, Staten Island",1,Pizza Place,40.551277,-74.149734,Mimmo's
Staten Island,807,40.549480229,-74.149323815,"Great Kills, Staten Island",1,Italian Restaurant,40.551344465,-74.149821236,Gusto Restaurant
Staten Island,808,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Pizza Place,40.543206160,-74.164032668,Campania Coal Fired Pizza
Staten Island,809,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Italian Restaurant,40.545119,-74.165951,Giovannis Trattoria
Staten Island,810,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Pizza Place,40.545251754,-74.160377105,Kingdom Cafe
Staten Island,811,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Coffee Shop,40.545532177,-74.160893429,Country Donuts
Staten Island,812,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Pizza Place,40.542748806,-74.164114594,Domino's Pizza
Staten Island,813,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Pizza Place,40.543881,-74.165202,Sal's And Lloyd's Pizza
Staten Island,814,40.542230747,-74.164330804,"Eltingville, Staten Island",1,Italian Restaurant,40.542534,-74.16553,Filoncino Cafe
Staten Island,815,40.538114175,-74.178548662,"Annadale, Staten Island",1,Pizza Place,40.541478,-74.178428,Trio pizzeria
Staten Island,816,40.538114175,-74.178548662,"Annadale, Staten Island",1,Pizza Place,40.541461945,-74.177444458,Square Pizza
Staten Island,817,40.538114175,-74.178548662,"Annadale, Staten Island",1,Pizza Place,40.541449,-74.17712,The Square
Staten Island,818,40.541967623,-74.205245825,"Woodrow, Staten Island",1,Coffee Shop,40.542153381,-74.207067340,Starbucks
Staten Island,819,40.541967623,-74.205245825,"Woodrow, Staten Island",1,Italian Restaurant,40.541815,-74.20691,Eat Italian
Staten Island,820,40.541967623,-74.205245825,"Woodrow, Staten Island",1,Pizza Place,40.542778,-74.207807,Sunset Pizzeria
Staten Island,821,40.505333761,-74.246569342,"Tottenville, Staten Island",1,Italian Restaurant,40.509285,-74.246597,Villaggio
Staten Island,822,40.637316067,-74.080553518,"Tompkinsville, Staten Island",1,Pizza Place,40.638173658,-74.079295872,Tony's pizza
Staten Island,823,40.637316067,-74.080553518,"Tompkinsville, Staten Island",1,Pizza Place,40.637961880,-74.076221287,Domino's Pizza
Staten Island,824,40.619193108,-74.096290292,"Silver Lake, Staten Island",1,Coffee Shop,40.615534816,-74.092930433,Starbucks
Brooklyn,825,40.643675183,-73.961013125,"Ditmas Park, Brooklyn",1,Coffee Shop,40.641689196,-73.963348774,Cafe Madeline
Brooklyn,826,40.643675183,-73.961013125,"Ditmas Park, Brooklyn",1,Pizza Place,40.640953133,-73.964991128,San Remo Pizzeria
Brooklyn,827,40.643675183,-73.961013125,"Ditmas Park, Brooklyn",1,Pizza Place,40.644068223,-73.958201564,Angelo's Pizza
Brooklyn,828,40.643675183,-73.961013125,"Ditmas Park, Brooklyn",1,Pizza Place,40.644826787,-73.957992981,Avenue Pizza II
